"","Species","Common_name","Begin_study_date","End_study_date","Life_history_process","sex","Fucntional_form","Value","Units","Parameter_name","Sample_size","Method","Large_marine_ecosystem","More_specific_location","Reference"
"79","Scomberomorus niphonius","Japanese Spanish mackerel",1997,2000,"fishing mortality","both","NA",0.79,"NA","F","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"80","Scomberomorus niphonius","Japanese Spanish mackerel",1997,2000,"exploitation rate","both","NA",0.79,"NA","E","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"81","Harpadon nehereus","Bombay-duck",1997,2000,"growth","both","von Bertalanffy",311.05,"mm","Linf","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"82","Harpadon nehereus","Bombay-duck",1997,2000,"growth","both","von Bertalanffy",0.46,"NA","k","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"83","Harpadon nehereus","Bombay-duck",1997,2000,"natural mortality","both","Pauly's empirical equation",0.44,"NA","M","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"84","Harpadon nehereus","Bombay-duck",1997,2000,"natural mortality","both","Pauly's empirical equation",16.34,"°C","T","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"85","Harpadon nehereus","Bombay-duck",1997,2000,"weight at length","both","power function",5.87e-06,"NA","a","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"86","Harpadon nehereus","Bombay-duck",1997,2000,"weight at length","both","power function",3.0992,"NA","b","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"87","Harpadon nehereus","Bombay-duck",1997,2000,"total mortality","both","NA",0.72,"NA","Z","NA","length-converted catch curve","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"88","Harpadon nehereus","Bombay-duck",1997,2000,"fishing mortality","both","NA",0.28,"NA","F","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"89","Harpadon nehereus","Bombay-duck",1997,2000,"exploitation rate","both","NA",0.39,"NA","E","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"90","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"growth","both","von Bertalanffy",348.7,"mm","Linf","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"91","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"growth","both","von Bertalanffy",0.46,"NA","k","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"92","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"natural mortality","both","Pauly's empirical equation",0.43,"NA","M","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"93","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"natural mortality","both","Pauly's empirical equation",16.34,"°C","T","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"94","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"weight at length","both","power function",1.63e-05,"NA","a","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"95","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"weight at length","both","power function",3.0333,"NA","b","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"96","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"total mortality","both","NA",2.19,"NA","Z","NA","length-converted catch curve","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"97","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"fishing mortality","both","NA",1.76,"NA","F","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"98","Thamnaconus septentrionalis","<U+7EFF><U+9CCD><U+9A6C><U+9762><U+9C80> (no English common name found)",1997,2000,"exploitation rate","both","NA",0.81,"NA","E","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"99","Scomber japonicus","Chub mackerel",1997,2000,"growth","both","von Bertalanffy",357,"mm","Linf","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"100","Scomber japonicus","Chub mackerel",1997,2000,"growth","both","von Bertalanffy",0.81,"NA","k","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"101","Scomber japonicus","Chub mackerel",1997,2000,"natural mortality","both","Pauly's empirical equation",0.61,"NA","M","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"102","Scomber japonicus","Chub mackerel",1997,2000,"natural mortality","both","Pauly's empirical equation",16.34,"°C","T","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"103","Scomber japonicus","Chub mackerel",1997,2000,"weight at length","both","power function",6.69e-06,"NA","a","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"104","Scomber japonicus","Chub mackerel",1997,2000,"weight at length","both","power function",3.1074,"NA","b","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"105","Scomber japonicus","Chub mackerel",1997,2000,"total mortality","both","NA",2.01,"NA","Z","NA","length-converted catch curve","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"106","Scomber japonicus","Chub mackerel",1997,2000,"fishing mortality","both","NA",1.4,"NA","F","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"107","Scomber japonicus","Chub mackerel",1997,2000,"exploitation rate","both","NA",0.7,"NA","E","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"108","Setipinna taty","Scaly hairfin anchovy",1997,2000,"growth","both","von Bertalanffy",189,"mm","Linf","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"109","Setipinna taty","Scaly hairfin anchovy",1997,2000,"growth","both","von Bertalanffy",0.38,"NA","k","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"110","Setipinna taty","Scaly hairfin anchovy",1997,2000,"natural mortality","both","Pauly's empirical equation",0.45,"NA","M","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"111","Setipinna taty","Scaly hairfin anchovy",1997,2000,"natural mortality","both","Pauly's empirical equation",16.34,"°C","T","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"112","Setipinna taty","Scaly hairfin anchovy",1997,2000,"weight at length","both","power function",2.97e-05,"NA","a","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"113","Setipinna taty","Scaly hairfin anchovy",1997,2000,"weight at length","both","power function",2.8315,"NA","b","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"114","Setipinna taty","Scaly hairfin anchovy",1997,2000,"total mortality","both","NA",0.82,"NA","Z","NA","length-converted catch curve","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"115","Setipinna taty","Scaly hairfin anchovy",1997,2000,"fishing mortality","both","NA",0.37,"NA","F","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"116","Setipinna taty","Scaly hairfin anchovy",1997,2000,"exploitation rate","both","NA",0.46,"NA","E","NA","NA","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
"117","Dentex tumifrons","Yellowback seabream",1997,2000,"growth","both","von Bertalanffy",315.55,"mm","Linf","NA","ELEFAN","East China Sea","27°00'~ 34°00'N , <U+7981><U+6E14><U+533A><U+7EBF>~127°00'E","Lin, LS et al 2006 A preliminary study on fishery biology of main commercial fishes surveyed from the bottom trawl fisheries in the East China Sea. Marine Sciences 30(2)."
